6 B-DATE
月 I-DATE
1 I-DATE
2 I-DATE
日 I-DATE
1 B-TIME
8 I-TIME
时 I-TIME
3 I-TIME
0 I-TIME
分 I-TIME
， O
操 O
作 O
人 O
员 O
在 O
硫 O
化 O
钠 O
水 O
溶 O
液 O
配 O
置 O
槽 O
配 O
置 O
硫 O
化 O
钠 O
水 O
溶 O
液 O
后 O
， O
打 O
开 O
底 O
部 O
阀 O
门 O
， O
向 O
磷 O
酸 O
槽 O
加 O
入 O
硫 O
化 O
钠 O
水 O
溶 O
液 O
。 O

1 B-TIME
9 I-TIME
时 I-TIME
3 I-TIME
0 I-TIME
分 I-TIME
， O
操 O
作 O
人 O
员 O
在 O
调 O
节 O
阀 O
门 O
时 O
， O
发 O
现 O
该 O
阀 O
门 O
不 O
能 O
关 O
闭 O
， O
由 O
于 O
没 O
有 O
采 O
取 O
应 O
急 O
措 O
施 O
， O
硫 O
化 O
钠 O
水 O
溶 O
液 O
持 O
续 O
流 O
入 O
磷 O
酸 O
槽 O
， O
使 O
磷 O
酸 O
槽 O
中 O
的 O
硫 O
化 O
钠 O
大 O
大 O
过 O
量 O
， O
产 O
生 O
的 O
大 O
量 O
硫 O
化 O
氢 O
气 O
体 O
从 O
未 O
封 O
闭 O
的 O
磷 O
酸 O
槽 O
上 O
部 O
逸 O
出 O
， O
导 O
致 O
部 O
分 O
现 O
场 O
作 O
业 O
人 O
员 O
和 O
赶 O
来 O
救 O
援 O
的 O
人 O
员 O
先 O
后 O
中 O
毒 O
， O
造 O
成 O
6 B-CLOSS
人 I-CLOSS
死 I-CLOSS
亡 I-CLOSS
、 O
2 B-CLOSS
9 I-CLOSS
人 I-CLOSS
不 I-CLOSS
同 I-CLOSS
程 I-CLOSS
度 I-CLOSS
中 I-CLOSS
毒 I-CLOSS
（ O
其 O
中 O
2 O
人 O
伤 O
势 O
较 O
重 O
） O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
1 I-DATE
年 I-DATE
6 I-DATE
月 I-DATE
1 I-DATE
3 I-DATE
日 I-DATE
1 B-TIME
0 I-TIME
时 I-TIME
3 I-TIME
0 I-TIME
分 I-TIME
许 O
， O
位 O
于 O
大 O
邑 O
县 O
青 O
霞 O
街 O
道 O
的 O
四 O
川 O
邑 I-PORG
丰 I-PORG
食 I-PORG
品 I-PORG
有 I-PORG
限 I-PORG
公 I-PORG
司 I-PORG
（ O
以 O
下 O
简 O
称 O
邑 B-PORG
丰 I-PORG
公 I-PORG
司 I-PORG
） O
污 O
水 O
处 O
理 O
站 O
生 O
物 O
接 O
触 O
氧 O
化 O
工 O
序 O
间 O
（ O
以 O
下 O
简 O
称 O
接 O
触 O
氧 O
化 O
间 O
） O
， O
在 O
准 O
备 O
抽 O
排 O
污 O
水 O
作 O
业 O
时 O
， O
发 O
生 O
一 O
起 O
有 O
限 O
空 O
间 O
中 B-TYPE
毒 I-TYPE
和 O
窒 B-TYPE
息 I-TYPE
事 O
故 O
， O
造 O
成 O
6 B-CLOSS
人 I-CLOSS
死 I-CLOSS
亡 I-CLOSS
， O
直 O
接 O
经 B-PLOSS
济 I-PLOSS
损 I-PLOSS
失 I-PLOSS
5 I-PLOSS
4 I-PLOSS
2 I-PLOSS
余 I-PLOSS
万 I-PLOSS
元 I-PLOSS
。 O

1 B-TIME
0 I-TIME
时 I-TIME
4 I-TIME
1 I-TIME
分 I-TIME
， O
高 B-PPER
某 I-PPER
听 O
到 O
异 O
常 O
响 O
声 O
， O
发 O
现 O
高 B-PPER
某 I-PPER
君 I-PPER
落 O
入 O
3 O
号 O
池 O
内 O
， O
曹 B-PPER
某 I-PPER
红 I-PPER
倒 O
在 O
2 O
号 O
池 O
和 O
1 O
5 O
号 O
池 O
间 O
的 O
隔 O
墙 O
上 O
， O
徐 B-PPER
某 I-PPER
转 O
身 O
时 O
坠 O
入 O
2 O
号 O
池 O
内 O
, O
高 B-PPER
某 I-PPER
迅 O
速 O
跑 O
到 O
接 O
触 O
氧 O
化 O
间 O
外 O
呼 O
救 O
, O
郑 B-PPER
某 I-PPER
洪 I-PPER
听 O
到 O
呼 O
救 O
声 O
后 O
立 O
即 O
给 O
吴 B-PPER
建 I-PPER
秋 I-PPER
打 O
电 O
话 O
报 O
告 O
， O
并 O
赶 O
往 O
公 O
司 O
生 O
产 O
车 O
间 O
寻 O
找 O
防 O
毒 O
面 O
具 O
, O
1 O
0 O
时 O
4 O
5 O
分 O
， O
吴 B-PPER
建 I-PPER
秋 I-PPER
与 O
正 O
在 O
为 O
公 O
司 O
锅 O
炉 O
房 O
焊 O
接 O
铝 O
合 O
金 O
作 O
业 O
的 O
“ O
拉 O
特 O
斯 O
不 O
锈 O
钢 O
制 O
作 O
” O
门 O
市 O
部 O
负 O
责 O
人 O
黄 B-PPER
某 I-PPER
荣 I-PPER
、 O
员 O
工 O
唐 B-PPER
某 I-PPER
及 O
公 O
司 O
部 O
分 O
员 O
工 O
赶 O
到 O
现 O
场 O
开 O
展 O
救 O
援 O
, O
吴 B-PPER
建 I-PPER
秋 I-PPER
进 O
入 O
接 O
触 O
氧 O
化 O
间 O
后 O
在 O
对 O
坠 O
入 O
2 O
号 O
池 O
内 O
的 O
徐 B-PPER
某 I-PPER
实 O
施 O
救 O
援 O
时 O
坠 O
入 O
1 O
号 O
池 O
内 O
， O
黄 B-PPER
某 I-PPER
荣 I-PPER
、 O
唐 B-PPER
某 I-PPER
在 O
对 O
吴 B-PPER
建 I-PPER
秋 I-PPER
实 O
施 O
救 O
援 O
时 O
坠 O
入 O
1 O
号 O
池 O
内 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
1 I-DATE
年 I-DATE
0 I-DATE
5 I-DATE
月 I-DATE
2 I-DATE
2 I-DATE
日 I-DATE
0 B-TIME
2 I-TIME
时 I-TIME
0 I-TIME
4 I-TIME
分 I-TIME
， O
在 O
青 O
海 O
果 O
洛 O
州 O
玛 O
多 O
县 O
（ O
北 O
纬 O
3 O
4 O
. O
5 O
9 O
度 O
， O
东 O
经 O
9 O
8 O
. O
3 O
4 O
度 O
） O
发 O
生 O
7 O
. O
4 O
级 O
地 B-TYPE
震 I-TYPE
， O
震 O
源 O
深 O
度 O
1 O
7 O
千 O
米 O
。 O

根 O
据 O
初 O
步 O
统 O
计 O
， O
截 O
至 O
2 B-TIME
2 I-TIME
日 I-TIME
6 I-TIME
时 I-TIME
， O
云 O
南 O
漾 O
濞 O
6 O
. O
4 O
级 O
地 B-TYPE
震 I-TYPE
致 O
死 B-CLOSS
伤 I-CLOSS
3 I-CLOSS
0 I-CLOSS
人 I-CLOSS
， O
其 O
中 O
漾 O
濞 O
县 O
死 B-CLOSS
亡 I-CLOSS
2 I-CLOSS
人 I-CLOSS
， O
轻 B-CLOSS
伤 I-CLOSS
2 I-CLOSS
3 I-CLOSS
人 I-CLOSS
， O
重 B-CLOSS
伤 I-CLOSS
3 I-CLOSS
人 I-CLOSS
； O
永 O
平 O
县 O
死 B-CLOSS
亡 I-CLOSS
1 I-CLOSS
人 I-CLOSS
； O
大 O
理 O
市 O
轻 B-CLOSS
伤 I-CLOSS
1 I-CLOSS
人 I-CLOSS
。 O

2 B-DATE
0 I-DATE
2 I-DATE
0 I-DATE
年 I-DATE
8 I-DATE
月 I-DATE
2 I-DATE
9 I-DATE
日 I-DATE
9 B-TIME
时 I-TIME
4 I-TIME
0 I-TIME
分 I-TIME
许 O
， O
临 O
汾 O
市 O
襄 O
汾 O
县 O
陶 O
寺 O
乡 O
陈 O
庄 O
村 O
聚 B-PORG
仙 I-PORG
饭 I-PORG
店 I-PORG
发 O
生 O
坍 B-TYPE
塌 I-TYPE
事 O
故 O
， O
造 O
成 O
2 B-CLOSS
9 I-CLOSS
人 I-CLOSS
死 I-CLOSS
亡 I-CLOSS
、 O
2 B-CLOSS
8 I-CLOSS
人 I-CLOSS
受 I-CLOSS
伤 I-CLOSS
， O
直 O
接 O
经 B-PLOSS
济 I-PLOSS
损 I-PLOSS
失 I-PLOSS
1 I-PLOSS
1 I-PLOSS
6 I-PLOSS
4 I-PLOSS
. I-PLOSS
3 I-PLOSS
5 I-PLOSS
万 I-PLOSS
元 I-PLOSS
。 O

调 O
查 O
认 O
定 O
， O
临 O
汾 O
市 O
襄 O
汾 O
县 O
聚 B-PORG
仙 I-PORG
饭 I-PORG
店 I-PORG
“ O
8 B-TIME
· I-TIME
2 I-TIME
9 I-TIME
” O
重 O
大 O
坍 B-TYPE
塌 I-TYPE
事 O
故 O
， O
是 O
一 O
起 O
因 O
违 O
法 O
违 O
规 O
占 O
地 O
建 O
设 O
， O
且 O
在 O
无 O
专 O
业 O
设 O
计 O
、 O
无 O
资 O
质 O
施 O
工 O
的 O
情 O
形 O
下 O
， O
多 O
次 O
盲 O
目 O
改 O
造 O
扩 O
建 O
， O
建 O
筑 O
物 O
工 O
程 O
质 O
量 O
存 O
在 O
严 O
重 O
缺 O
陷 O
， O
导 O
致 O
在 O
经 O
营 O
活 O
动 O
中 O
部 O
分 O
建 O
筑 O
物 O
坍 O
塌 O
的 O
生 O
产 O
安 O
全 O
责 O
任 O
事 O
故 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
0 I-DATE
年 I-DATE
8 I-DATE
月 I-DATE
2 I-DATE
9 I-DATE
日 I-DATE
， O
襄 O
汾 O
县 O
陶 O
寺 O
乡 O
安 O
李 O
村 O
村 O
民 O
李 B-PPER
家 I-PPER
富 I-PPER
、 O
李 B-PPER
家 I-PPER
旭 I-PPER
兄 O
弟 O
二 O
人 O
在 O
该 O
乡 O
陈 O
庄 O
村 O
聚 B-PORG
仙 I-PORG
饭 I-PORG
店 I-PORG
为 O
其 O
父 O
举 O
办 O
寿 O
宴 O
， O
预 O
定 O
2 O
5 O
桌 O
宴 O
席 O
。 O

按 O
照 O
当 O
地 O
习 O
俗 O
， O
寿 O
宴 O
安 O
排 O
早 O
、 O
午 O
两 O
餐 O
， O
早 O
餐 O
用 O
餐 O
人 O
数 O
7 O
0 O
余 O
人 O
。 O

早 O
餐 O
后 O
， O
5 O
9 O
人 O
在 O
宴 O
会 O
厅 O
打 O
扑 O
克 O
、 O
聊 O
天 O
， O
约 O
2 O
0 O
人 O
在 O
北 O
楼 O
后 O
院 O
看 O
戏 O
， O
等 O
候 O
午 O
宴 O
。 O

9 B-TIME
时 I-TIME
4 I-TIME
0 I-TIME
分 I-TIME
许 O
， O
宴 O
会 O
厅 O
和 O
北 O
楼 O
部 O
分 O
房 O
屋 O
突 O
然 O
发 O
生 O
坍 B-TYPE
塌 I-TYPE
。 O

事 O
故 O
发 O
生 O
时 O
除 O
2 O
人 O
自 O
行 O
逃 O
生 O
外 O
， O
宴 O
会 O
厅 O
内 O
共 O
有 O
5 O
7 O
人 O
被 O
困 O
。 O

2 B-DATE
0 I-DATE
1 I-DATE
8 I-DATE
年 I-DATE
2 I-DATE
月 I-DATE
7 I-DATE
日 I-DATE
2 B-TIME
0 I-TIME
时 I-TIME
4 I-TIME
0 I-TIME
分 I-TIME
许 O
， O
由 O
中 B-OORG
交 I-OORG
二 I-OORG
航 I-OORG
局 I-OORG
组 O
织 O
施 O
工 O
的 O
佛 O
山 O
市 O
轨 O
道 O
交 O
通 O
2 O
号 O
线 O
一 O
期 O
工 O
程 O
土 O
建 O
一 O
标 O
段 O
（ O
以 O
下 O
简 O
称 O
“ O
T O
J O
1 O
标 O
段 O
” O
） O
湖 O
涌 O
站 O
至 O
绿 O
岛 O
湖 O
站 O
盾 O
构 O
区 O
间 O
右 O
线 O
工 O
地 O
突 O
发 O
透 B-TYPE
水 I-TYPE
， O
引 O
发 O
隧 O
道 O
及 O
路 O
面 O
坍 B-TYPE
塌 I-TYPE
， O
作 O
业 O
工 O
人 O
尝 O
试 O
堵 O
漏 O
未 O
果 O
， O
当 O
日 O
2 B-TIME
0 I-TIME
时 I-TIME
4 I-TIME
0 I-TIME
分 I-TIME
左 O
右 O
， O
现 O
场 O
透 B-TYPE
水 I-TYPE
面 O
积 O
扩 O
大 O
， O
导 O
致 O
隧 O
道 O
管 O
片 O
变 O
形 O
及 O
破 O
损 O
， O
引 O
发 O
地 O
面 O
3 O
0 O
多 O
米 O
路 O
段 O
坍 B-TYPE
塌 I-TYPE
， O
最 O
终 O
造 O
成 O
1 B-CLOSS
1 I-CLOSS
人 I-CLOSS
死 I-CLOSS
亡 I-CLOSS
、 O
1 B-CLOSS
人 I-CLOSS
失 I-CLOSS
踪 I-CLOSS
、 O
8 B-CLOSS
人 I-CLOSS
受 I-CLOSS
伤 I-CLOSS
， O
直 O
接 O
经 B-PLOSS
济 I-PLOSS
损 I-PLOSS
失 I-PLOSS
约 I-PLOSS
5 I-PLOSS
3 I-PLOSS
2 I-PLOSS
3 I-PLOSS
. I-PLOSS
8 I-PLOSS
万 I-PLOSS
元 I-PLOSS
。 O

调 O
查 O
组 O
查 O
明 O
事 O
故 O
的 O
直 O
接 O
原 O
因 O
： O
一 O
是 O
事 O
故 O
发 O
生 O
段 O
存 O
在 O
深 O
厚 O
富 O
水 O
粉 O
砂 O
层 O
且 O
临 O
近 O
强 O
透 B-TYPE
水 I-TYPE
的 O
中 O
粗 O
砂 O
层 O
， O
地 O
下 O
水 O
具 O
有 O
承 O
压 O
性 O
， O
盾 O
构 O
机 O
穿 O
越 O
该 O
地 O
段 O
时 O
发 O
生 O
透 B-TYPE
水 I-TYPE
涌 O
砂 O
涌 O
泥 O
坍 O
塌 O
的 O
风 O
险 O
高 O
； O
二 O
是 O
盾 O
尾 O
密 O
封 O
装 O
置 O
在 O
使 O
用 O
过 O
程 O
密 O
封 O
性 O
能 O
下 O
降 O
， O
盾 O
尾 O
密 O
封 O
被 O
外 O
部 O
水 O
土 O
压 O
力 O
击 O
穿 O
， O
产 O
生 O
透 B-TYPE
水 I-TYPE
涌 O
砂 O
通 O
道 O
； O
三 O
是 O
涌 O
泥 O
涌 O
砂 O
严 O
重 O
情 O
况 O
下 O
在 O
隧 O
道 O
内 O
继 O
续 O
进 O
行 O
抢 O
险 O
作 O
业 O
， O
撤 O
离 O
不 O
及 O
时 O
； O
四 O
是 O
隧 O
道 O
结 O
构 O
破 O
坏 O
后 O
， O
大 O
量 O
泥 O
砂 O
迅 O
猛 O
涌 O
入 O
隧 O
道 O
， O
在 O
狭 O
窄 O
空 O
间 O
范 O
围 O
内 O
形 O
成 O
强 O
烈 O
泥 O
砂 O
流 O
和 O
气 O
浪 O
向 O
洞 O
口 O
方 O
向 O
冲 O
击 O
， O
导 O
致 O
部 O
分 O
人 O
员 O
逃 O
生 O
失 O
败 O
， O
造 O
成 O
了 O
人 O
员 O
伤 O
亡 O
的 O
严 O
重 O
后 O
果 O
。 O

2 B-DATE
0 I-DATE
1 I-DATE
9 I-DATE
年 I-DATE
1 I-DATE
0 I-DATE
月 I-DATE
2 I-DATE
8 I-DATE
日 I-DATE
1 B-TIME
8 I-TIME
时 I-TIME
3 I-TIME
0 I-TIME
分 I-TIME
许 O
， O
河 O
池 O
市 O
南 B-PORG
丹 I-PORG
庆 I-PORG
达 I-PORG
惜 I-PORG
缘 I-PORG
矿 I-PORG
业 I-PORG
投 I-PORG
资 I-PORG
有 I-PORG
限 I-PORG
公 I-PORG
司 I-PORG
大 O
坪 O
村 O
矿 O
区 O
锌 O
银 O
铅 O
锑 O
锡 O
铜 O
矿 O
2 O
# O
斜 O
井 O
井 O
下 O
通 O
往 O
相 O
邻 O
铜 O
坑 O
矿 O
已 O
封 O
闭 O
冒 O
落 O
带 O
区 O
域 O
发 O
生 O
坍 B-TYPE
塌 I-TYPE
事 O
故 O
， O
造 O
成 O
2 B-CLOSS
人 I-CLOSS
死 I-CLOSS
亡 I-CLOSS
， O
1 B-CLOSS
1 I-CLOSS
人 I-CLOSS
失 I-CLOSS
联 I-CLOSS
。 O

调 O
查 O
报 O
告 O
显 O
示 O
， O
庆 B-PORG
达 I-PORG
公 I-PORG
司 I-PORG
“ O
1 O
0 O
· O
2 O
8 O
” O
矿 O
山 O
坍 B-TYPE
塌 I-TYPE
事 O
故 O
是 O
一 O
起 O
有 O
组 O
织 O
长 O
距 O
离 O
非 O
法 O
越 O
界 O
进 O
入 O
相 O
邻 O
非 O
本 O
企 O
业 O
矿 O
山 O
已 O
封 O
闭 O
的 O
采 O
空 O
区 O
盗 O
采 O
残 O
矿 O
， O
因 O
采 O
空 O
区 O
坍 B-TYPE
塌 I-TYPE
导 O
致 O
人 O
员 O
伤 O
亡 O
的 O
重 O
大 O
责 O
任 O
事 O
故 O
。 O

事 O
故 O
经 O
过 O
2 B-DATE
0 I-DATE
1 I-DATE
9 I-DATE
年 I-DATE
1 I-DATE
0 I-DATE
月 I-DATE
2 I-DATE
8 I-DATE
日 I-DATE
1 B-TIME
6 I-TIME
时 I-TIME
左 O
右 O
， O
洪 B-PORG
锌 I-PORG
矿 I-PORG
业 I-PORG
理 O
事 O
长 O
陆 B-PPER
建 I-PPER
柳 I-PPER
、 O
施 O
工 O
队 O
包 O
工 O
头 O
段 B-PPER
永 I-PPER
福 I-PPER
， O
包 O
工 O
头 O
韦 B-PPER
桂 I-PPER
拔 I-PPER
、 O
技 O
术 O
员 O
杨 B-PPER
友 I-PPER
袱 I-PPER
和 O
工 O
人 O
覃 B-PPER
琦 I-PPER
盛 I-PPER
， O
带 O
领 O
有 O
投 O
资 O
意 O
向 O
的 O
湖 O
南 O
老 O
板 O
李 B-PPER
建 I-PPER
兵 I-PPER
和 O
周 B-PPER
红 I-PPER
生 I-PPER
， O
桂 O
平 O
老 O
板 O
欧 B-PPER
伟 I-PPER
建 I-PPER
和 O
莫 B-PPER
诚 I-PPER
银 I-PPER
， O
新 O
招 O
募 O
的 O
工 O
人 O
姜 B-PPER
张 I-PPER
有 I-PPER
和 O
黄 B-PPER
仁 I-PPER
， O
由 O
大 O
坪 O
矿 O
2 O
# O
斜 O
井 O
下 O
井 O
， O
到 O
越 O
界 O
违 O
法 O
区 O
域 O
的 O
五 O
中 O
段 O
东 O
二 O
面 O
斜 O
井 O
下 O
的 O
工 O
作 O
面 O
实 O
地 O
考 O
察 O
。 O

1 B-DATE
0 I-DATE
月 I-DATE
2 I-DATE
8 I-DATE
日 I-DATE
1 B-TIME
9 I-TIME
时 I-TIME
许 O
， O
井 O
下 O
带 O
班 O
副 O
矿 O
长 O
王 B-PPER
庭 I-PPER
富 I-PPER
根 O
据 O
幸 O
存 O
者 O
牙 B-PPER
政 I-PPER
福 I-PPER
的 O
描 O
述 O
， O
估 O
计 O
有 O
十 O
几 O
人 O
被 O
困 O
， O
立 O
即 O
安 O
排 O
安 O
全 O
员 O
吴 B-PPER
增 I-PPER
福 I-PPER
组 O
织 O
工 O
人 O
查 O
看 O
， O
并 O
用 O
井 O
下 O
直 O
通 O
电 O
话 O
向 O
井 O
上 O
的 O
副 O
矿 O
长 O
卢 B-PPER
宝 I-PPER
树 I-PPER
、 O
安 O
全 O
科 O
长 O
莫 B-PPER
生 I-PPER
宇 I-PPER
报 O
告 O
， O
要 O
求 O
带 O
一 O
些 O
管 O
理 O
人 O
员 O
下 O
井 O
处 O
理 O
。 O

吴 B-PPER
增 I-PPER
福 I-PPER
等 O
人 O
到 O
达 O
五 O
中 O
段 O
东 O
二 O
面 O
发 O
现 O
巷 O
道 O
坍 B-TYPE
塌 I-TYPE
， O
有 O
一 O
名 O
人 O
员 O
被 O
落 O
石 O
压 O
中 O
， O
呼 O
喊 O
救 O
命 O
， O
施 O
救 O
中 O
被 O
压 O
人 O
员 O
死 O
亡 O
。 O

因 O
情 O
况 O
不 O
明 O
， O
吴 B-PPER
增 I-PPER
福 I-PPER
等 O
人 O
停 O
止 O
施 O
救 O
， O
退 O
回 O
安 O
全 O
地 O
带 O
， O
用 O
井 O
下 O
电 O
话 O
向 O
矿 O
部 O
汇 O
报 O
情 O
况 O
。 O

卢 B-PPER
宝 I-PPER
树 I-PPER
、 O
莫 B-PPER
生 I-PPER
宇 I-PPER
等 O
人 O
先 O
后 O
带 O
领 O
十 O
多 O
名 O
工 O
人 O
到 O
井 O
下 O
参 O
与 O
施 O
救 O
， O
在 O
事 O
发 O
点 O
找 O
到 O
一 O
些 O
扒 O
石 O
头 O
的 O
工 O
具 O
， O
清 O
理 O
碎 O
石 O
。 O

清 O
理 O
过 O
程 O
中 O
， O
发 O
现 O
另 O
外 O
一 O
名 O
死 O
者 O
。 O

卢 B-PPER
宝 I-PPER
树 I-PPER
等 O
人 O
将 O
两 O
具 O
尸 O
体 O
（ O
经 O
事 O
后 O
辨 O
认 O
和 O
D O
N O
A O
鉴 O
定 O
， O
为 O
韦 B-PPER
宏 I-PPER
梯 I-PPER
和 O
陆 B-PPER
建 I-PPER
柳 I-PPER
） O
清 O
理 O
出 O
来 O
后 O
， O
因 O
落 O
石 O
太 O
多 O
， O
环 O
境 O
较 O
差 O
， O
没 O
有 O
继 O
续 O
救 O
援 O
， O
将 O
两 O
具 O
尸 O
体 O
带 O
到 O
平 O
巷 O
入 O
口 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
0 I-DATE
年 I-DATE
3 I-DATE
月 I-DATE
7 I-DATE
日 I-DATE
， O
用 O
作 O
集 O
中 O
隔 O
离 O
的 O
泉 O
州 O
欣 B-PORG
佳 I-PORG
酒 I-PORG
店 I-PORG
发 O
生 O
坍 B-TYPE
塌 I-TYPE
， O
事 O
发 O
时 O
楼 O
内 O
共 O
有 O
7 O
1 O
人 O
被 O
困 O
， O
大 O
多 O
是 O
从 O
外 O
地 O
来 O
泉 O
州 O
的 O
需 O
要 O
进 O
行 O
集 O
中 O
隔 O
离 O
健 O
康 O
观 O
察 O
的 O
人 O
员 O
， O
经 O
过 O
救 O
援 O
， O
4 O
2 O
人 O
得 O
以 O
生 O
还 O
， O
另 O
外 O
2 B-CLOSS
9 I-CLOSS
人 I-CLOSS
不 I-CLOSS
幸 I-CLOSS
遇 I-CLOSS
难 I-CLOSS
。 O

截 O
至 O
2 B-DATE
0 I-DATE
2 I-DATE
0 I-DATE
年 I-DATE
3 I-DATE
月 I-DATE
1 I-DATE
2 I-DATE
日 I-DATE
1 B-TIME
1 I-TIME
时 I-TIME
1 I-TIME
5 I-TIME
分 I-TIME
， O
现 O
场 O
搜 O
救 O
出 O
受 B-CLOSS
困 I-CLOSS
人 I-CLOSS
员 I-CLOSS
7 I-CLOSS
1 I-CLOSS
人 I-CLOSS
， O
死 B-CLOSS
亡 I-CLOSS
2 I-CLOSS
9 I-CLOSS
人 I-CLOSS
（ O
其 O
中 O
2 O
7 O
人 O
救 O
出 O
时 O
已 O
无 O
生 O
命 O
体 O
征 O
， O
2 O
人 O
送 O
医 O
抢 O
救 O
无 O
效 O
死 O
亡 O
） O
， O
已 O
掌 O
握 O
的 O
受 O
困 O
人 O
员 O
已 O
全 O
部 O
救 O
出 O
。 O

经 O
国 O
务 O
院 O
事 O
故 O
调 O
查 O
组 O
认 O
定 O
， O
泉 O
州 O
市 O
欣 B-PORG
佳 I-PORG
酒 I-PORG
店 I-PORG
“ O
3 O
· O
7 O
” O
坍 B-TYPE
塌 I-TYPE
事 O
故 O
是 O
一 O
起 O
主 O
要 O
因 O
违 O
法 O
违 O
规 O
建 O
设 O
、 O
改 O
建 O
和 O
加 O
固 O
施 O
工 O
导 O
致 O
建 O
筑 O
物 O
坍 B-TYPE
塌 I-TYPE
的 O
重 O
大 O
生 O
产 O
安 O
全 O
责 O
任 O
事 O
故 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
0 I-DATE
年 I-DATE
3 I-DATE
月 I-DATE
7 I-DATE
日 I-DATE
1 B-TIME
9 I-TIME
时 I-TIME
， O
房 O
主 O
接 O
到 O
现 O
场 O
施 O
工 O
人 O
员 O
电 O
话 O
称 O
， O
在 O
进 O
行 O
作 O
业 O
的 O
一 O
楼 O
房 O
屋 O
一 O
根 O
柱 O
子 O
发 O
生 O
变 O
形 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
0 I-DATE
年 I-DATE
3 I-DATE
月 I-DATE
7 I-DATE
日 I-DATE
1 B-TIME
9 I-TIME
时 I-TIME
5 I-TIME
分 I-TIME
， O
欣 B-PORG
佳 I-PORG
酒 I-PORG
店 I-PORG
发 O
生 O
楼 O
体 O
坍 B-TYPE
塌 I-TYPE
， O
现 O
场 O
共 O
有 O
7 O
1 O
人 O
被 O
困 O
（ O
不 O
含 O
自 O
救 O
逃 O
生 O
的 O
9 O
人 O
） O
。 O

调 O
查 O
结 O
果 O
显 O
示 O
， O
坍 B-TYPE
塌 I-TYPE
的 O
欣 B-PORG
佳 I-PORG
酒 I-PORG
店 I-PORG
， O
从 O
2 O
0 O
1 O
2 O
年 O
地 O
基 O
开 O
挖 O
的 O
第 O
一 O
天 O
起 O
， O
就 O
是 O
一 O
栋 O
违 O
章 O
建 O
筑 O
， O
它 O
从 O
一 O
开 O
始 O
就 O
不 O
应 O
该 O
存 O
在 O
。 O

杨 B-LPER
金 I-LPER
锵 I-LPER
是 O
欣 B-LORG
佳 I-LORG
酒 I-LORG
店 I-LORG
的 O
业 O
主 O
， O
事 O
故 O
的 O
直 O
接 O
责 O
任 O
人 O
， O
2 B-DATE
0 I-DATE
1 I-DATE
2 I-DATE
年 I-DATE
7 I-DATE
月 I-DATE
， O
杨 B-LPER
金 I-LPER
锵 I-LPER
要 O
建 O
设 O
一 O
栋 O
四 O
层 O
钢 O
结 O
构 O
的 O
建 O
筑 O
， O
为 O
了 O
省 O
钱 O
省 O
事 O
， O
