发 O
生 O
连 O
环 O
气 O
爆 O
， O
窨 O
井 O
盖 O
炸 O
飞 O
， O
三 O
条 O
路 O
数 O
百 O
米 O
柏 O
油 O
路 O
被 O
炸 O
毁 O
， O
据 O
目 O
击 O
者 O
指 O
出 O
， O
爆 B-TYPE
炸 I-TYPE
火 O
焰 O
冲 O
上 O
十 O
五 O
楼 O
高 O
， O
火 O
球 O
直 O
径 O
约 O
十 O
五 O
米 O
。 O

车 O
辆 O
超 O
载 O
、 O
货 O
物 O
装 O
载 O
方 O
式 O
不 O
当 O
， O
车 O
辆 O
下 O
部 O
行 O
李 O
舱 O
核 O
定 O
载 O
重 O
7 O
0 O
0 O
k O
g O
， O
实 O
际 O
装 O
载 O
货 O
物 O
1 O
8 O
8 O
0 O
k O
g O
， O
超 O
载 O
1 O
6 O
8 O
. O
6 O
% O
， O
其 O
左 O
侧 O
装 O
载 O
面 O
粉 O
、 O
行 O
李 O
等 O
1 O
5 O
7 O
0 O
k O
g O
， O
右 O
侧 O
装 O
载 O
行 O
李 O
等 O
3 O
1 O
0 O
k O
g O
， O
且 O
均 O
未 O
按 O
要 O
求 O
捆 O
扎 O
固 O
定 O
， O
因 O
遇 O
前 O
车 O
制 O
动 O
变 O
道 O
、 O
道 O
路 O
收 O
窄 O
、 O
雨 O
天 O
路 O
滑 O
等 O
因 O
素 O
综 O
合 O
影 O
响 O
， O
继 O
而 O
采 O
取 O
制 O
动 O
变 O
道 O
等 O
处 O
置 O
措 O
施 O
， O
造 O
成 O
车 O
辆 O
载 O
荷 O
严 O
重 O
失 O
衡 O
， O
甩 O
尾 O
并 O
侧 O
翻 O
。 O

许 O
交 O
代 O
， O
其 O
因 O
家 O
庭 O
生 O
活 O
矛 O
盾 O
对 O
来 B-PPER
惠 I-PPER
利 I-PPER
产 O
生 O
不 O
满 O
， O
于 O
7 B-DATE
月 I-DATE
5 I-DATE
日 I-DATE
凌 O
晨 O
在 O
家 O
中 O
趁 O
来 B-PPER
惠 I-PPER
利 I-PPER
熟 O
睡 O
之 O
际 O
， O
将 O
其 O
杀 B-TYPE
害 I-TYPE
并 I-TYPE
分 I-TYPE
尸 I-TYPE
扔 O
至 O
化 O
粪 O
池 O
内 O
。 O

- O
2 B-DATE
0 I-DATE
1 I-DATE
8 I-DATE
年 I-DATE
7 I-DATE
月 I-DATE
1 I-DATE
2 I-DATE
日 I-DATE
1 B-TIME
8 I-TIME
时 I-TIME
4 I-TIME
2 I-TIME
分 I-TIME
3 I-TIME
3 I-TIME
秒 I-TIME
， O
位 O
于 O
宜 O
宾 O
市 O
江 O
安 O
县 O
阳 O
春 O
工 O
业 O
园 O
区 O
内 O
的 O
宜 B-PORG
宾 I-PORG
恒 I-PORG
达 I-PORG
科 I-PORG
技 I-PORG
有 I-PORG
限 I-PORG
公 I-PORG
司 I-PORG
发 O
生 O
重 O
大 O
爆 B-TYPE
炸 I-TYPE
着 B-TYPE
火 I-TYPE
事 O
故 O
， O
造 O
成 O
1 B-CLOSS
9 I-CLOSS
人 I-CLOSS
死 I-CLOSS
亡 I-CLOSS
、 O
1 B-CLOSS
2 I-CLOSS
人 I-CLOSS
受 I-CLOSS
伤 I-CLOSS
， O
直 O
接 O
经 B-PLOSS
济 I-PLOSS
损 I-PLOSS
失 I-PLOSS
4 I-PLOSS
1 I-PLOSS
4 I-PLOSS
2 I-PLOSS
余 I-PLOSS
万 I-PLOSS
元 I-PLOSS
。 O

据 O
监 O
测 O
， O
广 B-LORG
州 I-LORG
天 I-LORG
成 I-LORG
化 I-LORG
工 I-LORG
有 I-LORG
限 I-LORG
公 I-LORG
司 I-LORG
未 O
按 O
规 O
定 O
存 O
储 O
易 O
燃 O
物 O
品 O
， O
仓 O
库 O
通 O
风 O
系 O
统 O
失 O
灵 O
， O
引 O
发 O
爆 B-TYPE
炸 I-TYPE
。 O

事 O
故 O
调 O
查 O
组 O
认 O
定 O
， O
嘉 O
兴 O
海 O
宁 O
市 O
龙 B-PORG
洲 I-PORG
印 I-PORG
染 I-PORG
有 I-PORG
限 I-PORG
责 I-PORG
任 I-PORG
公 I-PORG
司 I-PORG
“ O
1 B-TIME
2 I-TIME
· I-TIME
3 I-TIME
” O
污 O
水 O
罐 O
体 O
坍 B-TYPE
塌 I-TYPE
重 O
大 O
事 O
故 O
是 O
一 O
起 O
环 O
保 O
设 O
施 O
提 O
升 O
改 O
造 O
项 O
目 O
中 O
污 O
水 O
罐 O
未 O
经 O
设 O
计 O
、 O
未 O
按 O
标 O
准 O
制 O
造 O
导 O
致 O
坍 B-TYPE
塌 I-TYPE
的 O
重 O
大 O
生 O
产 O
安 O
全 O
责 O
任 O
事 O
故 O
。 O

事 O
故 O
造 O
成 O
6 B-CLOSS
人 I-CLOSS
死 I-CLOSS
亡 I-CLOSS
、 O
8 B-CLOSS
人 I-CLOSS
受 I-CLOSS
伤 I-CLOSS
， O
直 O
接 O
经 B-PLOSS
济 I-PLOSS
损 I-PLOSS
失 I-PLOSS
4 I-PLOSS
1 I-PLOSS
9 I-PLOSS
0 I-PLOSS
. I-PLOSS
4 I-PLOSS
5 I-PLOSS
万 I-PLOSS
元 I-PLOSS
。 O

这 O
起 O
森 B-TYPE
林 I-TYPE
火 I-TYPE
灾 I-TYPE
造 O
成 O
各 O
类 O
土 O
地 O
过 O
火 O
总 O
面 O
积 O
3 O
0 O
4 O
7 O
. O
7 O
8 O
0 O
5 O
公 O
顷 O
， O
直 O
接 O
经 B-PLOSS
济 I-PLOSS
损 I-PLOSS
失 I-PLOSS
9 I-PLOSS
7 I-PLOSS
3 I-PLOSS
1 I-PLOSS
. I-PLOSS
1 I-PLOSS
2 I-PLOSS
万 I-PLOSS
元 I-PLOSS
。 O

调 O
查 O
组 O
查 O
明 O
， O
事 O
故 O
的 O
直 O
接 O
原 O
因 O
是 O
： O
瑞 B-PORG
海 I-PORG
公 I-PORG
司 I-PORG
危 O
险 O
品 O
仓 O
库 O
运 O
抵 O
区 O
南 O
侧 O
集 O
装 O
箱 O
内 O
硝 O
化 O
棉 O
由 O
于 O
湿 O
润 O
剂 O
散 O
失 O
出 O
现 O
局 O
部 O
干 O
燥 O
， O
在 O
高 O
温 O
( O
天 O
气 O
) O
等 O
因 O
素 O
的 O
作 O
用 O
下 O
加 O
速 O
分 O
解 O
放 O
热 O
， O
积 O
热 O
自 O
燃 O
， O
引 O
起 O
相 O
邻 O
集 O
装 O
箱 O
内 O
的 O
硝 O
化 O
棉 O
和 O
其 O
他 O
危 O
险 O
化 O
学 O
品 O
长 O
时 O
间 O
大 O
面 O
积 O
燃 O
烧 O
， O
导 O
致 O
堆 O
放 O
于 O
运 O
抵 O
区 O
的 O
硝 O
酸 O
铵 O
等 O
危 O
险 O
化 O
学 O
品 O
发 O
生 O
爆 O
炸 O
。 O

2 B-DATE
0 I-DATE
1 I-DATE
8 I-DATE
年 I-DATE
3 I-DATE
月 I-DATE
， O
刘 B-LPER
某 I-LPER
因 O
涉 O
嫌 O
非 O
法 O
拘 O
禁 O
罪 O
被 O
唐 B-OORG
山 I-OORG
市 I-OORG
公 I-OORG
安 I-OORG
局 I-OORG
路 I-OORG
北 I-OORG
分 I-OORG
局 I-OORG
刑 O
事 O
拘 O
留 O
， O
4 B-DATE
月 I-DATE
2 I-DATE
7 I-DATE
日 I-DATE
被 O
唐 B-OORG
山 I-OORG
市 I-OORG
路 I-OORG
北 I-OORG
区 I-OORG
人 I-OORG
民 I-OORG
检 I-OORG
察 I-OORG
院 I-OORG
以 O
涉 O
嫌 O
故 O
意 O
伤 O
害 O
罪 O
批 O
准 O
逮 O
捕 O
。 O

据 O
举 O
报 O
， O
成 B-LORG
都 I-LORG
瑞 I-LORG
峰 I-LORG
食 I-LORG
品 I-LORG
加 I-LORG
工 I-LORG
厂 I-LORG
使 O
用 O
过 O
期 O
添 O
加 O
剂 O
（ O
批 O
次 O
2 O
0 O
2 O
3 O
0 O
5 O
） O
， O
导 O
致 O
3 B-CLOSS
0 I-CLOSS
人 I-CLOSS
食 I-CLOSS
物 I-CLOSS
中 I-CLOSS
毒 I-CLOSS
。 O

2 B-DATE
0 I-DATE
1 I-DATE
9 I-DATE
年 I-DATE
3 I-DATE
月 I-DATE
1 I-DATE
1 I-DATE
日 I-DATE
， O
法 O
庭 O
以 O
刘 B-LPER
某 I-LPER
能 O
够 O
当 O
庭 O
自 O
愿 O
认 O
罪 O
为 O
由 O
， O
依 O
法 O
酌 O
情 O
对 O
其 O
从 O
轻 O
处 O
罚 O
， O
判 O
处 O
有 O
期 O
徒 O
刑 O
二 O
年 O
零 O
一 O
个 O
月 O
。 O

1 B-DATE
1 I-DATE
月 I-DATE
6 I-DATE
日 I-DATE
， O
河 B-OORG
南 I-OORG
省 I-OORG
商 I-OORG
丘 I-OORG
市 I-OORG
中 I-OORG
级 I-OORG
人 I-OORG
民 I-OORG
法 I-OORG
院 I-OORG
在 O
永 B-OORG
城 I-OORG
市 I-OORG
人 I-OORG
民 I-OORG
法 I-OORG
院 I-OORG
对 O
被 O
告 O
人 O
谭 B-LPER
明 I-LPER
明 I-LPER
、 O
刘 B-LPER
松 I-LPER
涛 I-LPER
、 O
张 B-LPER
小 I-LPER
渠 I-LPER
以 O
危 O
险 O
方 O
法 O
危 O
害 O
公 O
共 O
安 O
全 O
一 O
案 O
公 O
开 O
宣 O
判 O
。 O

核 O
实 O
发 O
现 O
， O
广 B-LORG
州 I-LORG
市 I-LORG
海 I-LORG
天 I-LORG
建 I-LORG
材 I-LORG
集 I-LORG
团 I-LORG
偷 O
工 O
减 O
料 O
， O
将 O
水 O
泥 O
标 O
号 O
从 O
P O
O O
4 O
2 O
. O
5 O
降 O
为 O
P O
O O
2 O
5 O
， O
致 O
墙 O
体 O
开 O
裂 O
。 O

另 O
查 O
明 O
， O
2 O
0 O
1 O
2 O
年 O
以 O
来 O
， O
被 O
告 O
人 O
陈 B-LPER
继 I-LPER
志 I-LPER
等 O
人 O
还 O
长 O
期 O
纠 O
集 O
在 O
一 O
起 O
， O
在 O
唐 O
山 O
市 O
等 O
地 O
以 O
暴 O
力 O
、 O
威 O
胁 O
等 O
手 O
段 O
， O
实 O
施 O
非 B-TYPE
法 I-TYPE
拘 I-TYPE
禁 I-TYPE
、 O
聚 B-TYPE
众 I-TYPE
斗 I-TYPE
殴 I-TYPE
、 O
故 O
意 O
伤 O
害 O
、 O
开 O
设 O
赌 O
场 O
、 O
抢 B-TYPE
劫 I-TYPE
、 O
掩 O
饰 O
、 O
隐 O
瞒 O
犯 O
罪 O
所 O
得 O
、 O
帮 O
助 O
信 O
息 O
网 O
络 O
犯 O
罪 O
活 O
动 O
等 O
违 O
法 O
犯 O
罪 O
活 O
动 O
， O
逐 O
渐 O
形 O
成 O
了 O
以 O
陈 B-LPER
继 I-LPER
志 I-LPER
为 O
纠 O
集 O
者 O
， O
王 B-LPER
晓 I-LPER
磊 I-LPER
等 O
7 O
名 O
被 O
告 O
人 O
为 O
成 O
员 O
的 O
恶 O
势 O
力 O
组 O
织 O
。 O

据 O
举 O
报 O
， O
南 B-LORG
昌 I-LORG
市 I-LORG
华 I-LORG
光 I-LORG
电 I-LORG
缆 I-LORG
有 I-LORG
限 I-LORG
公 I-LORG
司 I-LORG
使 O
用 O
劣 O
质 O
铜 O
芯 O
（ O
直 O
径 O
仅 O
0 O
. O
5 O
m O
m O
） O
， O
导 O
致 O
线 O
路 O
短 O
路 O
起 O
火 O
。 O

洪 B-LPER
峤 I-LPER
供 O
认 O
， O
他 O
因 O
与 O
女 O
友 O
李 B-PPER
某 I-PPER
某 I-PPER
发 O
生 O
矛 O
盾 O
， O
就 O
找 O
了 O
张 B-LPER
晨 I-LPER
光 I-LPER
和 O
曹 B-LPER
泽 I-LPER
青 I-LPER
帮 O
忙 O
杀 O
人 O
并 O
制 O
定 O
作 O
案 O
计 O
划 O
。 O

次 O
日 O
1 B-TIME
2 I-TIME
时 I-TIME
， O
商 B-PPER
某 I-PPER
趁 O
人 O
不 O
备 O
逃 O
脱 O
并 O
报 O
警 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
0 I-DATE
年 I-DATE
1 I-DATE
2 I-DATE
月 I-DATE
4 I-DATE
日 I-DATE
1 B-TIME
7 I-TIME
时 I-TIME
1 I-TIME
7 I-TIME
分 I-TIME
， O
重 O
庆 O
市 O
永 O
川 O
区 O
吊 B-PORG
水 I-PORG
洞 I-PORG
煤 I-PORG
业 I-PORG
有 I-PORG
限 I-PORG
公 I-PORG
司 I-PORG
（ O
以 O
下 O
简 O
称 O
： O
吊 B-PORG
水 I-PORG
洞 I-PORG
煤 I-PORG
矿 I-PORG
） O
回 O
收 O
设 O
备 O
时 O
发 O
生 O
重 O
大 O
火 B-TYPE
灾 I-TYPE
事 O
故 O
， O
造 O
成 O
2 B-CLOSS
3 I-CLOSS
人 I-CLOSS
死 I-CLOSS
亡 I-CLOSS
、 O
1 B-CLOSS
人 I-CLOSS
重 I-CLOSS
伤 I-CLOSS
， O
直 O
接 O
经 B-PLOSS
济 I-PLOSS
损 I-PLOSS
失 I-PLOSS
2 I-PLOSS
6 I-PLOSS
3 I-PLOSS
2 I-PLOSS
万 I-PLOSS
元 I-PLOSS
。 O

根 O
据 O
通 O
报 O
， O
张 B-OPER
警 I-OPER
在 O
事 O
故 O
中 O
成 O
功 O
救 O
出 O
了 O
多 O
名 O
被 O
困 O
市 O
民 O
。 O

洪 B-LPER
峤 I-LPER
把 O
李 B-PPER
某 I-PPER
某 I-PPER
骗 O
到 O
云 O
南 O
省 O
景 O
洪 O
市 O
， O
然 O
后 O
与 O
张 O
曹 O
二 O
人 O
一 O
起 O
把 O
李 B-PPER
某 I-PPER
某 I-PPER
杀 O
害 O
并 O
掩 O
埋 O
。 O

民 O
众 O
举 O
报 O
， O
沈 B-LORG
阳 I-LORG
市 I-LORG
安 I-LORG
全 I-LORG
食 I-LORG
品 I-LORG
厂 I-LORG
使 O
用 O
地 O
沟 O
油 O
加 O
工 O
饼 O
干 O
。 O

截 O
至 O
2 B-DATE
0 I-DATE
1 I-DATE
5 I-DATE
年 I-DATE
8 I-DATE
月 I-DATE
1 I-DATE
3 I-DATE
日 I-DATE
早 O
8 B-TIME
点 I-TIME
， O
距 O
离 O
爆 B-TYPE
炸 I-TYPE
已 O
经 O
有 O
8 O
个 O
多 O
小 O
时 O
， O
大 O
火 O
仍 O
未 O
完 O
全 O
扑 O
灭 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
1 I-DATE
年 I-DATE
7 I-DATE
月 I-DATE
2 I-DATE
6 I-DATE
日 I-DATE
1 B-TIME
4 I-TIME
时 I-TIME
0 I-TIME
5 I-TIME
分 I-TIME
， O
G O
2 O
2 O
青 O
兰 O
高 O
速 O
公 O
路 O
甘 O
肃 O
平 O
凉 O
泾 O
川 O
段 O
发 O
生 O
一 O
起 O
大 O
客 O
车 O
失 O
控 O
冲 O
出 O
路 O
面 O
侧 O
翻 O
的 O
重 O
大 O
道 O
路 O
交 B-TYPE
通 I-TYPE
事 I-TYPE
故 I-TYPE
， O
造 O
成 O
1 B-CLOSS
3 I-CLOSS
人 I-CLOSS
死 I-CLOSS
亡 I-CLOSS
、 O
4 B-CLOSS
4 I-CLOSS
人 I-CLOSS
受 I-CLOSS
伤 I-CLOSS
， O
直 O
接 O
经 B-PLOSS
济 I-PLOSS
损 I-PLOSS
失 I-PLOSS
2 I-PLOSS
1 I-PLOSS
1 I-PLOSS
9 I-PLOSS
. I-PLOSS
9 I-PLOSS
9 I-PLOSS
万 I-PLOSS
元 I-PLOSS
。 O

经 O
鉴 O
定 O
， O
王 B-PPER
某 I-PPER
某 I-PPER
、 O
刘 B-PPER
某 I-PPER
某 I-PPER
的 O
损 O
伤 O
程 O
度 O
构 O
成 O
轻 O
伤 O
二 O
级 O
； O
李 B-PPER
某 I-PPER
、 O
远 B-PPER
某 I-PPER
的 O
损 O
伤 O
程 O
度 O
构 O
成 O
轻 O
微 O
伤 O
。 O

1 O
0 O
月 O
， O
珠 O
海 O
石 O
景 O
山 O
隧 O
道 O
透 B-TYPE
水 I-TYPE
事 O
故 O
调 O
查 O
报 O
告 O
发 O
布 O
， O
事 O
故 O
的 O
直 O
接 O
原 O
因 O
是 O
隧 O
道 O
下 O
穿 O
吉 O
大 O
水 O
库 O
时 O
遭 O
遇 O
富 O
水 O
花 O
岗 O
岩 O
风 O
化 O
深 O
槽 O
， O
因 O
工 O
程 O
措 O
施 O
不 O
当 O
导 O
致 O
右 O
线 O
隧 O
道 O
掌 O
子 O
面 O
拱 O
顶 O
坍 O
塌 O
透 B-TYPE
水 I-TYPE
， O
涌 O
入 O
左 O
线 O
隧 O
道 O
致 O
作 O
业 O
人 O
员 O
溺 O
亡 O
。 O

3 B-DATE
1 I-DATE
日 I-DATE
下 O
午 O
时 O
6 O
8 O
9 O
位 O
救 O
火 O
人 O
员 O
带 O
着 O
各 O
种 O
设 O
备 O
登 O
山 O
， O
前 O
往 O
海 O
拔 O
4 O
0 O
0 O
0 O
余 O
米 O
的 O
原 O
始 O
森 O
林 O
展 O
开 O
相 O
关 O
救 O
火 O
工 O
作 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
0 I-DATE
年 I-DATE
9 I-DATE
月 I-DATE
2 I-DATE
7 I-DATE
日 I-DATE
0 B-TIME
时 I-TIME
2 I-TIME
0 I-TIME
分 I-TIME
， O
重 B-PORG
庆 I-PORG
能 I-PORG
投 I-PORG
渝 I-PORG
新 I-PORG
能 I-PORG
源 I-PORG
有 I-PORG
限 I-PORG
公 I-PORG
司 I-PORG
松 O
藻 O
煤 O
矿 O
井 O
下 O
二 O
号 O
大 O
倾 O
角 O
胶 O
带 O
运 O
煤 O
上 O
山 O
发 O
生 O
重 O
大 O
火 B-TYPE
灾 I-TYPE
事 O
故 O
， O
造 O
成 O
1 B-CLOSS
6 I-CLOSS
人 I-CLOSS
死 I-CLOSS
亡 I-CLOSS
、 O
4 B-CLOSS
2 I-CLOSS
人 I-CLOSS
受 I-CLOSS
伤 I-CLOSS
， O
直 O
接 O
经 B-PLOSS
济 I-PLOSS
损 I-PLOSS
失 I-PLOSS
2 I-PLOSS
5 I-PLOSS
0 I-PLOSS
1 I-PLOSS
万 I-PLOSS
元 I-PLOSS
。 O

据 O
披 O
露 O
， O
昆 B-LORG
明 I-LORG
市 I-LORG
蓝 I-LORG
天 I-LORG
化 I-LORG
工 I-LORG
公 I-LORG
司 I-LORG
夜 O
间 O
偷 O
排 O
硫 O
化 O
氢 O
气 O
体 O
。 O

专 O
家 O
对 O
事 O
故 O
所 O
处 O
路 O
段 O
旋 O
转 O
式 O
防 O
撞 O
护 O
栏 O
与 O
跨 O
线 O
桥 O
混 O
凝 O
土 O
护 O
栏 O
未 O
进 O
行 O
搭 O
接 O
施 O
工 O
对 O
事 O
故 O
的 O
影 O
响 O
进 O
行 O
了 O
论 O
证 O
， O
可 O
以 O
认 O
定 O
： O
旋 O
转 O
式 O
防 O
撞 O
护 O
栏 O
未 O
按 O
设 O
计 O
施 O
工 O
不 O
符 O
合 O
相 O
关 O
技 O
术 O
标 O
准 O
要 O
求 O
， O
是 O
事 O
故 O
的 O
间 O
接 O
原 O
因 O
。 O

经 O
综 O
合 O
分 O
析 O
认 O
定 O
， O
G O
2 O
2 O
青 O
兰 O
高 O
速 O
平 O
凉 O
市 O
泾 O
川 O
“ O
7 B-TIME
· I-TIME
2 I-TIME
6 I-TIME
” O
事 O
故 O
是 O
一 O
起 O
重 O
大 O
道 O
路 O
交 O
通 O
生 O
产 O
安 O
全 O
责 O
任 O
事 O
故 O
。 O

检 O
查 O
表 O
明 O
， O
深 B-LORG
圳 I-LORG
市 I-LORG
蓝 I-LORG
海 I-LORG
建 I-LORG
筑 I-LORG
工 I-LORG
程 I-LORG
集 I-LORG
团 I-LORG
违 O
规 O
使 O
用 O
型 O
号 O
为 O
Q O
2 O
3 O
5 O
的 O
劣 O
质 O
钢 O
材 O
， O
致 O
横 O
梁 O
承 O
载 O
力 O
下 O
降 O
3 O
0 O
% O
， O
引 O
发 O
结 O
构 O
裂 O
缝 O
。 O

调 O
研 O
指 O
出 O
， O
大 B-LORG
连 I-LORG
港 I-LORG
远 I-LORG
洋 I-LORG
船 I-LORG
舶 I-LORG
修 I-LORG
理 I-LORG
