涉 O
嫌 O
诈 B-TYPE
骗 I-TYPE
案 O
件 O
侦 O
办 O
进 O
展 O
情 O
况 O
的 O
通 O
报 O
。 O

爆 B-TYPE
炸 I-TYPE
发 O
生 O
后 O
， O
赵 B-OPER
云 I-OPER
、 O
刘 B-OPER
磊 I-OPER
在 O
现 O
场 O
协 O
助 O
警 O
察 O
和 O
医 O
疗 O
人 O
员 O
施 O
救 O
， O
王 B-LPER
刚 I-LPER
在 O
事 O
发 O
现 O
场 O
负 O
有 O
主 O
要 O
责 O
任 O
， O
并 O
协 O
助 O
调 O
查 O
。 O

爆 B-TYPE
炸 I-TYPE
发 O
生 O
后 O
， O
周 B-OORG
强 I-OORG
在 O
现 O
场 O
维 O
持 O
秩 O
序 O
并 O
疏 O
散 O
群 O
众 O
。 O
张 B-LPER
伟 I-LPER
在 O
事 O
故 O
中 O
未 O
遵 O
守 O
安 O
全 O
规 O
程 O
， O
导 O
致 O
事 O
故 O
发 O
生 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
3 I-DATE
年 I-DATE
1 I-DATE
1 I-DATE
月 I-DATE
5 I-DATE
日 I-DATE
， O
杭 B-LORG
州 I-LORG
绿 I-LORG
源 I-LORG
化 I-LORG
工 I-LORG
厂 I-LORG
爆 B-TYPE
炸 I-TYPE
， O
消 O
防 O
员 O
王 B-OPER
某 I-OPER
冲 O
入 O
火 O
场 O
救 O
出 O
李 B-PPER
某 I-PPER
， O
志 O
愿 O
者 O
张 B-OPER
某 I-OPER
协 O
助 O
疏 O
散 O
群 O
众 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
3 I-DATE
年 I-DATE
8 I-DATE
月 I-DATE
2 I-DATE
日 I-DATE
1 B-TIME
0 I-TIME
: I-TIME
3 I-TIME
0 I-TIME
， O
深 B-LORG
圳 I-LORG
市 I-LORG
高 I-LORG
速 I-LORG
公 I-LORG
路 I-LORG
发 O
生 O
追 O
尾 O
， O
路 O
人 O
王 B-OPER
某 I-OPER
拨 O
打 O
急 O
救 O
电 O
话 O
， O
医 O
护 O
人 O
员 O
李 B-OPER
某 I-OPER
现 O
场 O
包 O
扎 O
伤 O
者 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
3 I-DATE
年 I-DATE
5 I-DATE
月 I-DATE
1 I-DATE
5 I-DATE
日 I-DATE
， O
南 B-LORG
京 I-LORG
宏 I-LORG
达 I-LORG
建 I-LORG
工 I-LORG
集 I-LORG
团 I-LORG
工 O
地 O
安 O
全 O
员 O
王 B-OPER
某 I-OPER
发 O
现 O
支 O
架 O
松 O
动 O
， O
及 O
时 O
报 O
告 O
避 O
免 O
坍 O
塌 O
。 O

2 B-DATE
0 I-DATE
2 I-DATE
3 I-DATE
年 I-DATE
9 I-DATE
月 I-DATE
1 I-DATE
0 I-DATE
日 I-DATE
， O
武 B-LORG
汉 I-LORG
安 I-LORG
泰 I-LORG
医 I-LORG
院 I-LORG
手 O
术 O
室 O
， O
护 O
士 O
李 B-OPER
某 I-OPER
协 O
助 O
传 O
递 O
器 O
械 O
， O
保 O
障 O
手 O
术 O
顺 O
利 O
。 O

爆 B-TYPE
炸 I-TYPE
发 O
生 O
后 O
， O
王 B-LPER
强 I-LPER
在 O
爆 O
炸 O
中 O
负 O
有 O
主 O
要 O
责 O
任 O
， O
李 B-OPER
健 I-OPER
和 O
周 B-OPER
晓 I-OPER
在 O
现 O
场 O
协 O
助 O
伤 O
员 O
撤 O
离 O
， O
赵 B-PPER
明 I-PPER
在 O
爆 B-TYPE
炸 I-TYPE
中 O
受 O
到 O
重 O
伤 O
， O
并 O
被 O
送 O
往 O
医 O
院 O
。 O
张 B-PPER
杰 I-PPER
死 O
亡 O
。 O

事 O
故 O
发 O
生 O
后 O
， O
张 B-LPER
伟 I-LPER
在 O
现 O
场 O
负 O
有 O
主 O
要 O
责 O
任 O
， O
李 B-OPER
磊 I-OPER
和 O
周 B-OPER
强 I-OPER
为 O
伤 O
员 O
提 O
供 O
急 O
救 O
， O
赵 B-PPER
英 I-PPER
在 O
爆 B-TYPE
炸 I-TYPE
中 O
受 O
到 O
轻 O
伤 O
， O
王 B-PPER
涛 I-PPER
受 O
伤 O
， O
但 O
未 O
致 O
命 O
。 O

爆 B-TYPE
炸 I-TYPE
发 O
生 O
后 O
， O
李 B-LPER
东 I-LPER
和 O
刘 B-OPER
杰 I-OPER
在 O
爆 B-TYPE
炸 I-TYPE
现 O
场 O
组 O
织 O
施 O
救 O
， O
并 O
疏 O
散 O
群 O
众 O
。 O
张 B-OPER
伟 I-OPER
为 O
伤 O
员 O
提 O
供 O
医 O
疗 O
救 O
援 O
。 O
赵 B-PPER
瑞 I-PPER
和 O
李 B-PPER
敏 I-PPER
在 O
爆 B-TYPE
炸 I-TYPE
中 O
受 O
到 O
重 O
伤 O
， O
并 O
被 O
送 O
往 O
医 O
院 O
治 O
疗 O
。 O

